Strain ID	ORF	Gene name	Label
YPR185W_damp3527	YPR185W	ATG13	atg13_damp
YDR510W_tsq963	YDR510W	SMT3	smt3aiir
YOR202W_tsq964	YOR202W	HIS3	his3
YOR202W_tsq965	YOR202W	HIS3	his3
YOR202W_tsq966	YOR202W	HIS3	his3
YOR202W_tsq967	YOR202W	HIS3	his3
YOR202W_tsq968	YOR202W	HIS3	his3
YOR202W_tsq969	YOR202W	HIS3	his3
YOR202W_tsq970	YOR202W	HIS3	his3
YOR202W_tsq971	YOR202W	HIS3	his3
YOR202W_tsq972	YOR202W	HIS3	his3
YOR202W_tsq973	YOR202W	HIS3	his3
YOR202W_tsq974	YOR202W	HIS3	his3
YOR202W_tsq975	YOR202W	HIS3	his3
YDL132W_tsq976	YDL132W	CDC53	cdc53-1
YDL132W_tsq977	YDL132W	CDC53	cdc53-1
YDL084W_tsq978	YDL084W	SUB2	sub2-1
YGL092W_tsq979	YGL092W	NUP145	nup145-r4
YGR098C_tsq980	YGR098C	ESP1	esp1-1
YGL154C_tsq981	YGL154C	LYS5	ygl154c
YGR172C_tsq982	YGR172C	YIP1	yip1-4
YGR172C_tsq983	YGR172C	YIP1	yip1-40
YML049C_tsq984	YML049C	RSE1	rse1-1
YMR076C_tsq985	YMR076C	PDS5	pds5-1
YPL266W_tsq986	YPL266W	DIM1	dim1-2
YOR202W_tsq987	YOR202W	HIS3	his3
YER147C_tsq988	YER147C	SCC4	scc4-4
YAL003W_tsq989	YAL003W	EFB1	efb1-4
YDR050C_tsq990	YDR050C	TPI1	tpi1-1670
YKL104C_tsq991	YKL104C	GFA1	gfa1-97
YBR079C_tsq992	YBR079C	RPG1	rpg1-1
YDL105W_tsq993	YDL105W	NSE4	nse4-ts1
YDL105W_tsq994	YDL105W	NSE4	nse4-ts3
YDL105W_tsq995	YDL105W	NSE4	nse4-ts4
YDR288W_tsq996	YDR288W	NSE3	nse3-ts3
YDR288W_tsq997	YDR288W	NSE3	nse3-ts4
YER038C_tsq998	YER038C	KRE29	kre29-ts2
YOR202W_tsq999	YOR202W	HIS3	his3
YFR037C_tsq1000	YFR037C	RSC8	rsc8-ts16
YFR037C_tsq1001	YFR037C	RSC8	rsc8-ts21
YHR088W_tsq1002	YHR088W	RPF1	rpf1-1
YIL147C_tsq1003	YIL147C	SLN1	sln1-ts4
YKL052C_tsq1004	YKL052C	ASK1	ask1-3
YKL052C_tsq1005	YKL052C	ASK1	ask1-2
YML023C_tsq1006	YML023C	NSE5	nse5-ts1
YML023C_tsq1007	YML023C	NSE5	nse5-ts2
YML023C_tsq1008	YML023C	NSE5	nse5-ts3
YML023C_tsq1009	YML023C	NSE5	nse5-ts4
YPR016C_tsq1010	YPR016C	TIF6	tif6-ts1
YOR202W_tsq1011	YOR202W	HIS3	his3
YPR016C_tsq1012	YPR016C	TIF6	tif6-ts4
YPR133C_tsq1013	YPR133C	SPN1	spn1-k192n
YDR437W_tsq1014	YDR437W	GPI19	gpi19-2xh
YDL105W_tsq1015	YDL105W	NSE4	nse4-ts2
YDR437W_tsq1016	YDR437W	GPI19	gpi19-2
YBL093C_tsq1017	YBL093C	ROX3	rox3-182
YDR188W_tsq1018	YDR188W	CCT6	cct6-18
YHR058C_tsq1019	YHR058C	MED6	med6-ts
YER069W_tsq1020	YER069W	"ARG5,6"	yer069w
YNL163C_tsq1021	YNL163C	RIA1	ria1-ts
YLR186W_tsq1022	YLR186W	EMG1	emg1-1
YOR202W_tsq1023	YOR202W	HIS3	his3
YOR212W_tsq1024	YOR212W	STE4	yor212w
YLR430W_tsq1025	YLR430W	SEN1	sen1-1
YLR430W_tsq1026	YLR430W	SEN1	sen1-1
YOL144W_tsq1027	YOL144W	NOP8	nop8-101
YLR022C_tsq1028	YLR022C	SDO1	sdo1-vma1-ts
YPR161C_tsq1029	YPR161C	SGV1	sgv1-23
YPR161C_tsq1030	YPR161C	SGV1	sgv1-80
YPR161C_tsq1031	YPR161C	SGV1	sgv1-35
YOL021C_tsq1032	YOL021C	DIS3	dis3-1
YKL024C_tsq1033	YKL024C	URA6	ura6-4
YKL024C_tsq1034	YKL024C	URA6	ura6-5
YOR202W_tsq1035	YOR202W	HIS3	his3
YKL024C_tsq1036	YKL024C	URA6	ura6-6
YDL097C_tsq1037	YDL097C	RPN6	rpn6-1
YDL147W_tsq1038	YDL147W	RPN5	rpn5-1
YPR108W_tsq1039	YPR108W	RPN7	rpn7-3
YHR036W_tsq1040	YHR036W	BRL1	brl1-2221
YHR036W_tsq1041	YHR036W	BRL1	brl1-3231
YER090W_tsq1042	YER090W	TRP2	yer090w
YHR036W_tsq1043	YHR036W	BRL1	brl1-c371r
YHR036W_tsq1044	YHR036W	BRL1	brl1-c371s
YHR036W_tsq1045	YHR036W	BRL1	brl1-k405i
YLR007W_tsq1046	YLR007W	NSE1	nse1-16
YOR202W_tsq1047	YOR202W	HIS3	his3
YKL021C_tsq1048	YKL021C	MAK11	mak11-2
YLR117C_tsq1049	YLR117C	CLF1	clf1-1
YFL017C_tsq1050	YFL017C	GNA1	gna1-ts
YPR094W_tsq1051	YPR094W	RDS3	rds3-1
YOR212W_tsq1052	YOR212W	STE4	yor212w
YMR229C_tsq1053	YMR229C	RRP5	rrp5-delta6
YDL209C_tsq1054	YDL209C	CWC2	cwc2-1
YHR058C_tsq1055	YHR058C	MED6	med6-ts
YGL234W_tsq1056	YGL234W	"ADE5,7"	ygl234w
YNL163C_tsq1057	YNL163C	RIA1	ria1-ts
YLR186W_tsq1058	YLR186W	EMG1	emg1-1
YDR510W_tsq1059	YDR510W	SMT3	smt3-331
YDR510W_tsq1060	YDR510W	SMT3	smt3-331
YDR364C_tsq1061	YDR364C	CDC40	cdc40-ts
YDR182W_tsq1062	YDR182W	CDC1	cdc1-1
YDL164C_tsq1063	YDL164C	CDC9	cdc9-1
YER157W_tsq1064	YER157W	COG3	cog3-2
YAL041W_tsq1065	YAL041W	CDC24	cdc24-h
YDR498C_tsq1066	YDR498C	SEC20	sec20-1
YNL272C_tsq1067	YNL272C	SEC2	sec2-41
YER136W_tsq1068	YER136W	GDI1	gdi1-1
YIL026C_tsq1069	YIL026C	IRR1	irr1-1
YJR076C_tsq1070	YJR076C	CDC11	cdc11-3
YPR025C_tsq1071	YPR025C	CCL1	ccl1-ts4
YCR002C_tsq1072	YCR002C	CDC10	cdc10-2
YGL130W_tsq1073	YGL130W	CEG1	ceg1-3
YDL108W_tsq1074	YDL108W	KIN28	kin28-ts
YEL032W_tsq1075	YEL032W	MCM3	mcm3-1
YNL267W_tsq1076	YNL267W	PIK1	pik1-104
YNL267W_tsq1077	YNL267W	PIK1	pik1-139
YLR305C_tsq1078	YLR305C	STT4	stt4-4
YGL130W_tsq1079	YGL130W	CEG1	ceg1-c354
YBR202W_tsq1080	YBR202W	MCM7	cdc47-ts
YFL039C_tsq1081	YFL039C	ACT1	act1-3
YFL039C_tsq1082	YFL039C	ACT1	act1-4
YPR176C_tsq1083	YPR176C	BET2	bet2-1
YOR257W_tsq1084	YOR257W	CDC31	cdc31-2
YBR109C_tsq1085	YBR109C	CMD1	cmd1-3
YML031W_tsq1086	YML031W	NDC1	ndc1-4
YBR110W_tsq1087	YBR110W	ALG1	alg1-1
YGL048C_tsq1088	YGL048C	RPT6	rpt6-25
YIL109C_tsq1089	YIL109C	SEC24	sec24-2
YKL145W_tsq1090	YKL145W	RPT1	rpt1-1
YPL209C_tsq1091	YPL209C	IPL1	ipl1-2
YJL034W_tsq1092	YJL034W	KAR2	kar2-159
YFL039C_tsq1093	YFL039C	ACT1	act1-119
YFL039C_tsq1094	YFL039C	ACT1	act1-132
YML064C_tsq1095	YML064C	TEM1	tem1-3
YGR113W_tsq1096	YGR113W	DAM1	dam1-19
YGR113W_tsq1097	YGR113W	DAM1	dam1-1
YLL036C_tsq1098	YLL036C	PRP19	prp19-1
YGL097W_tsq1099	YGL097W	SRM1	srm1-g282s
YNL207W_tsq1100	YNL207W	RIO2	rio2-1
YJL090C_tsq1101	YJL090C	DPB11	dpb11-1
YKL112W_tsq1102	YKL112W	ABF1	abf1-102
YHR191C_tsq1103	YHR191C	CTF8	ctf8-9
YCL059C_tsq1104	YCL059C	KRR1	krr1-17
YBR135W_tsq1105	YBR135W	CKS1	cks1-38
YGL207W_tsq1106	YGL207W	SPT16	spt16-ts
YKL049C_tsq1107	YKL049C	CSE4	cse4-1
YDL030W_tsq1108	YDL030W	PRP9	prp9-ts
YPL082C_tsq1109	YPL082C	MOT1	mot1-1033
YBR055C_tsq1110	YBR055C	PRP6	prp6-ts
YDL043C_tsq1111	YDL043C	PRP11	prp11-ts
YDL064W_tsq1112	YDL064W	UBC9	ubc9-2
YMR268C_tsq1113	YMR268C	PRP24	prp24-ts
YGL116W_tsq1114	YGL116W	CDC20	cdc20-2
YPL228W_tsq1115	YPL228W	CET1	cet1-2
YGL073W_tsq1116	YGL073W	HSF1	hsf1-848
YNL261W_tsq1117	YNL261W	ORC5	orc5-70
YKR083C_tsq1118	YKR083C	DAD2	dad2-9
YJL019W_tsq1119	YJL019W	MPS3	mps3-1
YJR112W_tsq1120	YJR112W	NNF1	nnf1-48
YKL042W_tsq1121	YKL042W	SPC42	spc42-11
YNL006W_tsq1122	YNL006W	LST8	lst8-6
YML046W_tsq1123	YML046W	PRP39	prp39-1
YLR163C_tsq1124	YLR163C	MAS1	mas1-1
YOR341W_tsq1125	YOR341W	RPA190	rpa190-g728d
YLR045C_tsq1126	YLR045C	STU2	stu2-10
YGL022W_tsq1127	YGL022W	STT3	stt3-2
YOR244W_tsq1128	YOR244W	ESA1	esa1-1851
YDR062W_tsq1129	YDR062W	LCB2	lcb2-2
YDR062W_tsq1130	YDR062W	LCB2	lcb2-16
YHR170W_tsq1131	YHR170W	NMD3	nmd3-4
YMR296C_tsq1132	YMR296C	LCB1	lcb1-10
YFL034C-B_tsq1133	YFL034C-B	MOB2	mob2-22
YFL034C-B_tsq1134	YFL034C-B	MOB2	mob2-34
YGR158C_tsq1135	YGR158C	MTR3	mtr3-ts
YIL021W_tsq1136	YIL021W	RPB3	rpb3-2
YIR012W_tsq1137	YIR012W	SQT1	sqt1-201
YJL081C_tsq1138	YJL081C	ARP4	arp4-g161d
YNL061W_tsq1139	YNL061W	NOP2	nop2-5
YLR298C_tsq1140	YLR298C	YHC1	yhc1-2
YML098W_tsq1141	YML098W	TAF13	taf13-2
YOR046C_tsq1142	YOR046C	DBP5	dbp5-1
YML015C_tsq1143	YML015C	TAF11	taf11-ts2
YIL143C_tsq1144	YIL143C	SSL2	ssl2-ts
YJL173C_tsq1145	YJL173C	RFA3	rfa3-313
YMR239C_tsq1146	YMR239C	RNT1	rnt1-ts
YOR020C_tsq1147	YOR020C	HSP10	hsp10-ts
YMR308C_tsq1148	YMR308C	PSE1	pse1-34
YOR294W_tsq1149	YOR294W	RRS1	rrs1-124
YPL010W_tsq1150	YPL010W	RET3	ret3-1
YPL255W_tsq1151	YPL255W	BBP1	bbp1-1
YJR017C_tsq1152	YJR017C	ESS1	ess1-h164r
YKL028W_tsq1153	YKL028W	TFA1	tfa1-21
YDR311W_tsq1154	YDR311W	TFB1	tfb1-1
YDL087C_tsq1155	YDL087C	LUC7	luc7-1
YDL217C_tsq1156	YDL217C	TIM22	tim22-19
YDR311W_tsq1157	YDR311W	TFB1	tfb1-6
YLR212C_tsq1158	YLR212C	TUB4	tub4-y445d
YDL008W_tsq1159	YDL008W	APC11	apc11-22
YHR069C_tsq1160	YHR069C	RRP4	rrp4-1
YLR440C_tsq1161	YLR440C	SEC39	sec39-1
YDR021W_tsq1162	YDR021W	FAL1	fal1-1
YKL154W_tsq1163	YKL154W	SRP102	srp102-510
YDR292C_tsq1164	YDR292C	SRP101	srp101-47
YOL135C_tsq1165	YOL135C	MED7	med7-141
YNL118C_tsq1166	YNL118C	DCP2	dcp2-7d
YDL008W_tsq1167	YDL008W	APC11	apc11-13
YFL034C-B_tsq1168	YFL034C-B	MOB2	mob2-26
YFL039C_tsq1169	YFL039C	ACT1	act1-2
YHR005C_tsq1170	YHR005C	GPA1	gpa1-ts
YIL004C_tsq1171	YIL004C	BET1	bet1-1
YJR006W_tsq1172	YJR006W	POL31	hys2-ts
YKL165C_tsq1173	YKL165C	MCD4	mcd4-174
YLR145W_tsq1174	YLR145W	RMP1	rmp1-ts
YML098W_tsq1175	YML098W	TAF13	taf13-1
YNL138W_tsq1176	YNL138W	SRV2	srv2-2
YLR115W_tsq1177	YLR115W	CFT2	cft2-1
YCR042C_tsq1178	YCR042C	TAF2	taf2-1
YDL014W_tsq1179	YDL014W	NOP1	nop1-2
YDR145W_tsq1180	YDR145W	TAF12	taf12-l446a
YDR182W_tsq1181	YDR182W	CDC1	cdc1-4
YEL026W_tsq1182	YEL026W	SNU13	snu13-l67w
YFL034C-B_tsq1183	YFL034C-B	MOB2	mob2-36
YPR168W_tsq1184	YPR168W	NUT2	nut2-ts
YAR019C_tsq1185	YAR019C	CDC15	cdc15-1
YDL126C_tsq1186	YDL126C	CDC48	cdc48-1
YJR093C_tsq1187	YJR093C	FIP1	fip1-433
YOR057W_tsq1188	YOR057W	SGT1	sgt1-3
YPR086W_tsq1189	YPR086W	SUA7	sua7-c149r
YML010W_tsq1190	YML010W	SPT5	spt5-194
YKL112W_tsq1191	YKL112W	ABF1	abf1-101
YKR037C_tsq1192	YKR037C	SPC34	spc34-5
YMR168C_tsq1193	YMR168C	CEP3	cep3-2
YOR149C_tsq1194	YOR149C	SMP3	smp3-1
YOR260W_tsq1195	YOR260W	GCD1	gcd1-502
YOL123W_tsq1196	YOL123W	HRP1	hrp1-4
YGL116W_tsq1197	YGL116W	CDC20	cdc20-1
YPR181C_tsq1198	YPR181C	SEC23	sec23-1
YDR196C_tsq1199	YDR196C	CAB5	cab5-1
YOR257W_tsq1200	YOR257W	CDC31	cdc31-1
YKL189W_tsq1201	YKL189W	HYM1	hym1-15
YKL018W_tsq1202	YKL018W	SWD2	swd2-1
YJR065C_tsq1203	YJR065C	ARP3	arp3-31
YGR002C_tsq1204	YGR002C	SWC4	swc4-4
YJL097W_tsq1205	YJL097W	PHS1	phs1-1
YFL039C_tsq1206	YFL039C	ACT1	act1-108
YGL048C_tsq1207	YGL048C	RPT6	rpt6-1
YLR071C_tsq1208	YLR071C	RGR1	rgr1-100
YFL039C_tsq1209	YFL039C	ACT1	act1-105
YOR181W_tsq1210	YOR181W	LAS17	las17-13
YDL007W_tsq1211	YDL007W	RPT2	rpt2-rf
YJL019W_tsq1212	YJL019W	MPS3	mps3-7
YPR034W_tsq1213	YPR034W	ARP7	arp7-e411k
YOR204W_tsq1214	YOR204W	DED1	ded1-f144c
YBR143C_tsq1215	YBR143C	SUP45	sup45-ts
YFL034C-B_tsq1216	YFL034C-B	MOB2	mob2-20
YNL061W_tsq1217	YNL061W	NOP2	nop2-10
YOL123W_tsq1218	YOL123W	HRP1	hrp1-7
YPR033C_tsq1219	YPR033C	HTS1	hts1-1
YLL031C_tsq1220	YLL031C	GPI13	gpi13-4
YOL123W_tsq1221	YOL123W	HRP1	hrp1-1
YDR460W_tsq1222	YDR460W	TFB3	tfb3-ts
YIL022W_tsq1223	YIL022W	TIM44	tim44-8
YGR098C_tsq1224	YGR098C	ESP1	esp1-1
YGR172C_tsq1225	YGR172C	YIP1	yip1-40
YAL003W_tsq1226	YAL003W	EFB1	efb1-4
YHR088W_tsq1227	YHR088W	RPF1	rpf1-1
YML023C_tsq1228	YML023C	NSE5	nse5-ts1
YDR437W_tsq1229	YDR437W	GPI19	gpi19-2xh
YDR437W_tsq1230	YDR437W	GPI19	gpi19-2
YBL093C_tsq1231	YBL093C	ROX3	rox3-182
YNL163C_tsq1232	YNL163C	RIA1	ria1-ts
YOL144W_tsq1233	YOL144W	NOP8	nop8-101
YKL024C_tsq1234	YKL024C	URA6	ura6-4
YDL147W_tsq1235	YDL147W	RPN5	rpn5-1
YLR117C_tsq1236	YLR117C	CLF1	clf1-1
YNL163C_tsq1237	YNL163C	RIA1	ria1-ts
YER009W_tsq1238	YER009W	NTF2	ntf2-h104y
YFL034C-B_tsq1239	YFL034C-B	MOB2	mob2-11
YFL034C-B_tsq1240	YFL034C-B	MOB2	mob2-40
YKL006C-A_tsq1241	YKL006C-A	SFT1	sft1-15
YDR228C_tsq1242	YDR228C	PCF11	pcf11-1
YER148W_tsq1243	YER148W	SPT15	spt15-i143n
YFL034C-B_tsq1244	YFL034C-B	MOB2	mob2-24
YJL085W_tsq1245	YJL085W	EXO70	exo70-38
YPL255W_tsq1246	YPL255W	BBP1	bbp1-2
YKL024C_tsq1247	YKL024C	URA6	ura6-5
YKL024C_tsq1248	YKL024C	URA6	ura6-6
YOR074C_tsq1249	YOR074C	CDC21	cdc21-ts
YAL041W_tsq1250	YAL041W	CDC24	cdc24-4
YOR257W_tsq1251	YOR257W	CDC31	cdc31-5
YPL209C_tsq1252	YPL209C	IPL1	ipl1-1
YLL031C_tsq1253	YLL031C	GPI13	gpi13-5
YLR459W_tsq1254	YLR459W	GAB1	gab1-2
YOR149C_tsq1255	YOR149C	SMP3	smp3-2
YFL039C_tsq1256	YFL039C	ACT1	act1-122
YFL039C_tsq1257	YFL039C	ACT1	act1-155
YLR347C_tsq1258	YLR347C	KAP95	kap95-l63a
YAL034W-A_tsq1259	YAL034W-A	MTW1	mtw1-ts
YIL144W_tsq1260	YIL144W	NDC80	tid3-1
YLL050C_tsq1261	YLL050C	COF1	cof1-8
YLR127C_tsq1262	YLR127C	APC2	apc2-8
YOR259C_tsq1263	YOR259C	RPT4	rpt4-145
YOR157C_tsq1264	YOR157C	PUP1	pup1-1
YPL228W_tsq1265	YPL228W	CET1	cet1-1
YJL001W_tsq1266	YJL001W	PRE3	pre3-2
YMR117C_tsq1267	YMR117C	SPC24	spc24-9
YKL112W_tsq1268	YKL112W	ABF1	abf1-103
YJR068W_tsq1269	YJR068W	RFC2	rfc2-1
YMR277W_tsq1270	YMR277W	FCP1	fcp1-1
YOR057W_tsq1271	YOR057W	SGT1	sgt1-5
YKL042W_tsq1272	YKL042W	SPC42	spc42-10
YDR145W_tsq1273	YDR145W	TAF12	taf12-l464a
YBR155W_tsq1274	YBR155W	CNS1	cns1-1
YJR046W_tsq1275	YJR046W	TAH11	tah11-ts
YJL085W_tsq1276	YJL085W	EXO70	exo70-29/37
YCR002C_tsq1277	YCR002C	CDC10	cdc10-5
YPR103W_tsq1278	YPR103W	PRE2	pre2-1
YPR103W_tsq1279	YPR103W	PRE2	pre2-127
YPR103W_tsq1280	YPR103W	PRE2	pre2-75
YLR215C_tsq1281	YLR215C	CDC123	cdc123-4
YOR046C_tsq1282	YOR046C	DBP5	dbp5-2
YER147C_tsq1283	YER147C	SCC4	scc4-4
YPR016C_tsq1284	YPR016C	TIF6	tif6-ts4
YPR108W_tsq1285	YPR108W	RPN7	rpn7-3
YOR202W_tsa1	YOR202W	HIS3	his3
YOR202W_tsa2	YOR202W	HIS3	his3
YOR202W_tsa3	YOR202W	HIS3	his3
YOR202W_tsa4	YOR202W	HIS3	his3
YOR202W_tsa5	YOR202W	HIS3	his3
YOR202W_tsa6	YOR202W	HIS3	his3
YOR202W_tsa7	YOR202W	HIS3	his3
YOR202W_tsa8	YOR202W	HIS3	his3
YOR202W_tsa9	YOR202W	HIS3	his3
YOR202W_tsa10	YOR202W	HIS3	his3
YOR202W_tsa11	YOR202W	HIS3	his3
YOR202W_tsa12	YOR202W	HIS3	his3
YOR202W_tsa13	YOR202W	HIS3	his3
YHR007C_tsa14	YHR007C	ERG11	erg11-td
YPR165W_tsa15	YPR165W	RHO1	rho1-td
YNL263C_tsa16	YNL263C	YIF1	yif1-td
YDL102W_tsa17	YDL102W	POL3	cdc2-7
YDR364C_tsa18	YDR364C	CDC40	cdc40-ts
YKL045W_tsa19	YKL045W	PRI2	pri2-1
YNL262W_tsa20	YNL262W	POL2	pol2-12
YER069W_tsa21	YER069W	"ARG5,6"	"arg5,6"
YJR057W_tsa22	YJR057W	CDC8	cdc8-2
YLR310C_tsa23	YLR310C	CDC25	cdc25-1
YBR102C_tsa24	YBR102C	EXO84	exo84-102
YOR202W_tsa25	YOR202W	HIS3	his3
YLR229C_tsa26	YLR229C	CDC42	cdc42-1
YOR361C_tsa27	YOR361C	PRT1	prt1-1
YDR172W_tsa28	YDR172W	SUP35	sup35-td
YLR310C_tsa29	YLR310C	CDC25	cdc25-2
YHR107C_tsa30	YHR107C	CDC12	cdc12-1
YDR182W_tsa31	YDR182W	CDC1	cdc1-1
YJL194W_tsa32	YJL194W	CDC6	cdc6-1
YDL164C_tsa33	YDL164C	CDC9	cdc9-1
YAL038W_tsa34	YAL038W	CDC19	cdc19-1
YGR264C_tsa35	YGR264C	MES1	mes1-1
YDR164C_tsa36	YDR164C	SEC1	sec1-1
YOR202W_tsa37	YOR202W	HIS3	his3
YIL068C_tsa38	YIL068C	SEC6	sec6-4
YGL234W_tsa39	YGL234W	"ADE5,7"	"ade5,7"
YGL233W_tsa40	YGL233W	SEC15	sec15-1
YER157W_tsa41	YER157W	COG3	cog3-1
YAL041W_tsa42	YAL041W	CDC24	cdc24-h
YER008C_tsa43	YER008C	SEC3	sec3-2
YDR170C_tsa44	YDR170C	SEC7	sec7-1
YBL050W_tsa45	YBL050W	SEC17	sec17-1
YNL287W_tsa46	YNL287W	SEC21	sec21-1
YER157W_tsa47	YER157W	COG3	cog3-2
YFL045C_tsa48	YFL045C	SEC53	sec53-6
YOR202W_tsa49	YOR202W	HIS3	his3
YHR107C_tsa50	YHR107C	CDC12	cdc12-td
YDR166C_tsa51	YDR166C	SEC5	sec5-24
YLR208W_tsa52	YLR208W	SEC13	sec13-1
YMR079W_tsa53	YMR079W	SEC14	sec14-3
YBR080C_tsa54	YBR080C	SEC18	sec18-1
YDR498C_tsa55	YDR498C	SEC20	sec20-1
YNL272C_tsa56	YNL272C	SEC2	sec2-41
YGR009C_tsa57	YGR009C	SEC9	sec9-4
YDR473C_tsa58	YDR473C	PRP3	prp3-1
YMR094W_tsa59	YMR094W	CTF13	ctf13-30
YNR026C_tsa60	YNR026C	SEC12	sec12-4
YOR202W_tsa61	YOR202W	HIS3	his3
YBR160W_tsa62	YBR160W	CDC28	cdc28-td
YLR166C_tsa63	YLR166C	SEC10	sec10-2
YER136W_tsa64	YER136W	GDI1	gdi1-1
YGL154C_tsa65	YGL154C	LYS5	lys5
YDR180W_tsa66	YDR180W	SCC2	scc2-4
YIL026C_tsa67	YIL026C	IRR1	irr1-1
YFL008W_tsa68	YFL008W	SMC1	smc1-259
YER147C_tsa69	YER147C	SCC4	scc4-4
YDL003W_tsa70	YDL003W	MCD1	mcd1-73
YJL074C_tsa71	YJL074C	SMC3	smc3-42
YFL039C_tsa72	YFL039C	ACT1	act1-124
YOR202W_tsa73	YOR202W	HIS3	his3
YFL039C_tsa74	YFL039C	ACT1	act1-120
YBR236C_tsa75	YBR236C	ABD1	abd1-5
YGR140W_tsa76	YGR140W	CBF2	cbf2-42
YPR025C_tsa77	YPR025C	CCL1	ccl1-ts4
YCR002C_tsa78	YCR002C	CDC10	cdc10-1
YCR002C_tsa79	YCR002C	CDC10	cdc10-2
YOR212W_tsa80	YOR212W	STE4	ste4
YCR002C_tsa81	YCR002C	CDC10	cdc10-4
YJR076C_tsa82	YJR076C	CDC11	cdc11-2
YJR076C_tsa83	YJR076C	CDC11	cdc11-3
YJR076C_tsa84	YJR076C	CDC11	cdc11-5
YOR202W_tsa85	YOR202W	HIS3	his3
YHR166C_tsa86	YHR166C	CDC23	cdc23-1
YHR166C_tsa87	YHR166C	CDC23	cdc23-4
YFR036W_tsa88	YFR036W	CDC26	cdc26-1
YBL084C_tsa89	YBL084C	CDC27	cdc27-1
YBL084C_tsa90	YBL084C	CDC27	cdc27-2
YBR196C_tsa91	YBR196C	PGI1	pgi1-2
YDR054C_tsa92	YDR054C	CDC34	cdc34-1
YCR093W_tsa93	YCR093W	CDC39	cdc39-1
YGL130W_tsa94	YGL130W	CEG1	ceg1-3
YDR052C_tsa95	YDR052C	DBF4	dbf4-ts
YPL266W_tsa96	YPL266W	DIM1	dim1-2
YOR202W_tsa97	YOR202W	HIS3	his3
YOR202W_tsa98	YOR202W	HIS3	his3
YOR202W_tsa99	YOR202W	HIS3	his3
YOR202W_tsa100	YOR202W	HIS3	his3
YOR202W_tsa101	YOR202W	HIS3	his3
YOR202W_tsa102	YOR202W	HIS3	his3
YOR202W_tsa103	YOR202W	HIS3	his3
YOR202W_tsa104	YOR202W	HIS3	his3
YOR202W_tsa105	YOR202W	HIS3	his3
YOR202W_tsa106	YOR202W	HIS3	his3
YOR202W_tsa107	YOR202W	HIS3	his3
YOR202W_tsa108	YOR202W	HIS3	his3
YDL108W_tsa109	YDL108W	KIN28	kin28-ts
YIL150C_tsa110	YIL150C	MCM10	mcm10-1
YBL023C_tsa111	YBL023C	MCM2	mcm2-1
YEL032W_tsa112	YEL032W	MCM3	mcm3-1
YKL089W_tsa113	YKL089W	MIF2	mif2-3
YPL211W_tsa114	YPL211W	NIP7	nip7-1
YNL267W_tsa115	YNL267W	PIK1	pik1-104
YNL267W_tsa116	YNL267W	PIK1	pik1-139
YBR237W_tsa117	YBR237W	PRP5	prp5-1
YMR235C_tsa118	YMR235C	RNA1	rna1-1
YPL085W_tsa119	YPL085W	SEC16	sec16-2
YOR202W_tsa120	YOR202W	HIS3	his3
YLR268W_tsa121	YLR268W	SEC22	sec22-3
YPR055W_tsa122	YPR055W	SEC8	sec8-9
YLR305C_tsa123	YLR305C	STT4	stt4-4
YGL130W_tsa124	YGL130W	CEG1	ceg1-c354
YBR202W_tsa125	YBR202W	MCM7	cdc47-ts
YJR076C_tsa126	YJR076C	CDC11	cdc11-4
YOR212W_tsa127	YOR212W	STE4	ste4
YDL014W_tsa128	YDL014W	NOP1	nop1-3
YDR208W_tsa129	YDR208W	MSS4	mss4-103
YLR314C_tsa130	YLR314C	CDC3	cdc3-3
YDL017W_tsa131	YDL017W	CDC7	cdc7-4
YOR202W_tsa132	YOR202W	HIS3	his3
YGR140W_tsa133	YGR140W	CBF2	cbf2-1
YER090W_tsa134	YER090W	TRP2	trp2
YDL102W_tsa135	YDL102W	POL3	cdc2-2
YFL039C_tsa136	YFL039C	ACT1	act1-101
YFL039C_tsa137	YFL039C	ACT1	act1-3
YFL039C_tsa138	YFL039C	ACT1	act1-4
YOR336W_tsa139	YOR336W	KRE5	kre5-ts2
YFL039C_tsa140	YFL039C	ACT1	act1-125
YFL039C_tsa141	YFL039C	ACT1	act1-133
YFL039C_tsa142	YFL039C	ACT1	act1-136
YPR176C_tsa143	YPR176C	BET2	bet2-1
YOR202W_tsa144	YOR202W	HIS3	his3
YFR028C_tsa145	YFR028C	CDC14	cdc14-1
YFR028C_tsa146	YFR028C	CDC14	cdc14-3
YOR074C_tsa147	YOR074C	CDC21	cdc21-ts
YAL041W_tsa148	YAL041W	CDC24	cdc24-11
YAL041W_tsa149	YAL041W	CDC24	cdc24-4
YBR160W_tsa150	YBR160W	CDC28	cdc28-4
YOR257W_tsa151	YOR257W	CDC31	cdc31-2
YOR257W_tsa152	YOR257W	CDC31	cdc31-5
YGL154C_tsa153	YGL154C	LYS5	lys5
YBR109C_tsa154	YBR109C	CMD1	cmd1-1
YBR109C_tsa155	YBR109C	CMD1	cmd1-3
YOR202W_tsa156	YOR202W	HIS3	his3
YBR109C_tsa157	YBR109C	CMD1	cmd1-8
YGR092W_tsa158	YGR092W	DBF2	dbf2-1
YGR092W_tsa159	YGR092W	DBF2	dbf2-2
YGR092W_tsa160	YGR092W	DBF2	dbf2-3
YDR052C_tsa161	YDR052C	DBF4	dbf4-1
YDR052C_tsa162	YDR052C	DBF4	dbf4-2
